dbo;NEW_DIREKSIYON_MEBBIS;PK__NEW_DIRE__3214EC273E082B48;CLUSTERED;1;1;ID
dbo;NEW_DIREKSIYON_MUAF;PK__NEW_DIRE__3214EC2731A25463;CLUSTERED;1;1;ID
dbo;NEW_TEORIK_PROGRAM;PK__NEW_TEOR__3214EC2741A3B202;CLUSTERED;1;1;ID
dbo;NEW_TEORIK_PROGRAM_MEBBIS;PK__NEW_TEOR__3214EC274E0988E7;CLUSTERED;1;1;ID
dbo;NEW_TEORIK_PROGRAM_TEMP;PK__NEW_TEOR__3214EC274F089A18;CLUSTERED;1;1;ID
dbo;ON_GORUSME;PK_ON_GORUSME;CLUSTERED;1;1;ID
dbo;PARAM_ARAC_BAKIM;PK__PARAM_AR__3214EC275A6F5FCC;CLUSTERED;1;1;ID
dbo;PARAM_ARAC_BAKIM_LISTESI;PK__PARAM_AR__3214EC275E3FF0B0;CLUSTERED;1;1;ID
dbo;PARAM_ARAC_CEZA;PK__PARAM_AR__3214EC27569ECEE8;CLUSTERED;1;1;ID
dbo;PARAM_ARAC_TANIMLARI;PK_PARAM_ARAC_TANIMLARI;CLUSTERED;1;1;ID
dbo;PARAM_BANKA_TANIMLARI;PK_PARAM_BANKA_TANIMLARI;CLUSTERED;1;1;ID
dbo;PARAM_DIREKSIYON_SAAT;PK__PARAM_DI__3214EC275CD6CB2B;CLUSTERED;1;1;ID
dbo;PARAM_DURUM;PK_PARAM_DURUM;CLUSTERED;1;1;ID
dbo;PARAM_EXCEL_ALANLARI;PK_PARAM_EXCEL_ALANLARI;CLUSTERED;1;1;ID
dbo;PARAM_GENEL_PARAMETRELER;PK_PARAM_GENEL_PARAMETRELER;CLUSTERED;1;1;ID
dbo;PARAM_HESAP_PLANI;PK_PARAM_HESAP_PLANI;CLUSTERED;1;1;ID
dbo;PARAM_IL;PK_PARAM_IL;CLUSTERED;1;1;ID
dbo;PARAM_ILCE;PK_PARAM_ILCE;CLUSTERED;1;1;ID
dbo;PARAM_ILCE_MILLIEGITIM;PK_PARAM_ILCE_MILLIEGITIM;CLUSTERED;1;1;ID
dbo;PARAM_KASA_OZEL_ALANLAR;PK__PARAM_KA__3214EC272AC04CAA;CLUSTERED;1;1;ID
dbo;PARAM_KURSBILGILERI;PK_PARAM_KURSBILGILERI;CLUSTERED;1;1;ID
dbo;PARAM_OTO_SMS;PK__PARAM_OT__3214EC2745F365D3;CLUSTERED;1;1;ID
dbo;PARAM_OZEL_KODLAR;PK_PARAM_OZEL_KODLAR;CLUSTERED;1;1;ID
dbo;PARAM_OZELDIREKSIYON_SAATLER;PK__PARAM_OZ__3214EC27403A8C7D;CLUSTERED;1;1;ID
dbo;PARAM_SETTINGS;PK_PARAM_SETTINGS;CLUSTERED;1;1;ID
dbo;PARAM_SIMULATOR_TANIMLARI;PK__PARAM_SI__3214EC273A81B327;CLUSTERED;1;1;ID
dbo;PARAM_SINIFLAR;PK__PARAM_SI__3214EC2736B12243;CLUSTERED;1;1;ID
dbo;PARAM_SMS_AYARLARI;PK_PARAM_SMS_AYARLARI;CLUSTERED;1;1;ID
dbo;PARAM_SMS_BASLIKLARI;PK__PARAM_SM__3214EC2732616E72;CLUSTERED;1;1;ID
dbo;PARAM_SMS_GONDERILMIS;PK__PARAM_SM__3214EC273631FF56;CLUSTERED;1;1;ID
dbo;PARAM_SMS_GRUP;PK__PARAM_SM__3214EC273CDEFCE5;CLUSTERED;1;1;ID
